id,mvt_id,name,brand,categories,names,city_fips,city_name,state,pop_20,cty_fips,cty_type,cty_centrality,cty_msa_adj,rucc,geometry_wkt,institutional
84aafb0a-6175-4910-a2d2-36829dd5ed13,13858443,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""party_supply""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0561670,"Russellville, Arkansas",AR,28940,05115,Micro,Central,Non-Adjacent,5,POINT (-93.14347 35.28125),FALSE
f7d6e70b-af4d-4a68-98b9-2faed9231957,13858558,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0561670,"Russellville, Arkansas",AR,28940,05115,Micro,Central,Non-Adjacent,5,POINT (-93.13406 35.27351),FALSE
38e872b8-a974-4235-b480-47af4300f525,13858648,Family Dollar,"{""wikidata"":null,""names"":{""primary"":""Family Dollar"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""retail"",""grocery_store""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0561670,"Russellville, Arkansas",AR,28940,05115,Micro,Central,Non-Adjacent,5,POINT (-93.12108 35.26713),FALSE
027e5d59-fbde-4e2d-8305-f75864c81830,13858352,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0561670,"Russellville, Arkansas",AR,28940,05115,Micro,Central,Non-Adjacent,5,POINT (-93.15934 35.28639),FALSE
77148901-a2ec-4c16-a801-5f02ec687656,13859880,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0561670,"Russellville, Arkansas",AR,28940,05115,Micro,Central,Non-Adjacent,5,POINT (-93.13755 35.31056),FALSE
de13de73-9925-4d3a-bfdd-303308b5d903,13941099,Family Dollar,"{""wikidata"":null,""names"":{""primary"":""Family Dollar"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""grocery_store"",""retail""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0544300,"Marshall, Arkansas",AR,1329,05129,Non-Core,--,Non-Adjacent,9,POINT (-92.66184 35.90842),FALSE
232fb821-5399-487e-bf31-20dc2befa97c,13941138,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0544300,"Marshall, Arkansas",AR,1329,05129,Non-Core,--,Non-Adjacent,9,POINT (-92.64419 35.91099),FALSE
ef52905a-8fd7-4c4a-b315-c3f01baec6d6,13921757,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0508950,"Brinkley, Arkansas",AR,2700,05095,Non-Core,--,Non-Adjacent,9,POINT (-91.194 34.87544),FALSE
c8f2b11a-084d-449d-9c92-44602d28e4dc,13921878,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0508950,"Brinkley, Arkansas",AR,2700,05095,Non-Core,--,Non-Adjacent,9,POINT (-91.1939 34.89956),FALSE
26535c13-2a93-4b10-bbae-53ad5d81bd1d,13921877,Dollar General,NA,"{""primary"":""discount_store"",""alternate"":[""retail""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0508950,"Brinkley, Arkansas",AR,2700,05095,Non-Core,--,Non-Adjacent,9,POINT (-91.1944 34.8994),FALSE
cf91df74-e546-425f-9b69-df438188eb3e,13061789,Dollar General,NA,"{""primary"":""discount_store"",""alternate"":[""retail""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0522180,"Eudora, Arkansas",AR,1728,05017,Non-Core,--,Non-Adjacent,9,POINT (-91.25798 33.11095),FALSE
623f0459-4c2a-4ca7-95a8-0b86f5d7923b,13061795,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0522180,"Eudora, Arkansas",AR,1728,05017,Non-Core,--,Non-Adjacent,9,POINT (-91.25776 33.11091),FALSE
cfef1c51-38b3-4390-96ee-8c3b04c0bc84,13061792,Family Dollar,"{""wikidata"":null,""names"":{""primary"":""Family Dollar"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""grocery_store"",""shopping""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0522180,"Eudora, Arkansas",AR,1728,05017,Non-Core,--,Non-Adjacent,9,POINT (-91.25788 33.10896),FALSE
74c0b967-1627-4ddb-8cad-6a66da6ce58c,13875057,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0505320,"Bentonville, Arkansas",AR,54164,05007,Metro,Central,In Metro,2,POINT (-94.19599 36.37176),FALSE
3fead4b6-9b4b-428c-b52a-b1f3a1b98ea9,13873778,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0505320,"Bentonville, Arkansas",AR,54164,05007,Metro,Central,In Metro,2,POINT (-94.21027 36.34846),FALSE
f769fd3e-b5fa-4a0b-ae38-007ab424156d,13852608,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0505320,"Bentonville, Arkansas",AR,54164,05007,Metro,Central,In Metro,2,POINT (-94.30405 36.31272),FALSE
